,ESL0825,ESL0820,ESL0822,ESL0170,ESL0824,ESL0198,ESL0827,ESL0199,ESL0200,ESL0819,ESL0197,ESL0294,ESL0394,ESL0295,ESL1028,ESL0263,ESL0185,ESL0183,ESL0835,ESL0354,ESL0393,ESL0259,ESL0260,ESL0184,ESL0350,ESL0186,ESL0261,unknown
3-5_5.fastq.gz,0,126,1398,0,1949,102,1055,30,1186,0,549,0,833,889,142,109,1526,3174,0,0,0,0,0,0,56,4726,0,0
3-5_6.fastq.gz,0,2,574,0,833,0,377,0,265,0,2,0,86,0,124,466,1416,2440,0,0,0,0,0,0,5,3348,0,0
3-5_7.fastq.gz,0,27,840,0,1396,0,780,25,116,0,106,0,186,430,71,282,904,5923,0,0,0,0,0,0,39,3362,0,0
3-5_8.fastq.gz,0,43,726,12,1704,14,648,28,286,0,30,0,342,1182,88,505,1668,2858,0,0,0,0,0,0,126,2776,7,26
3-5_9.fastq.gz,0,0,196,0,422,0,208,0,168,0,15,0,51,0,43,836,557,4130,0,0,0,0,0,0,0,3358,0,0
3-5_10.fastq.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3-6_1.fastq.gz,17,0,0,74,13,79,11,44,0,32,0,0,632,1,26,107,0,0,70,0,0,0,0,0,567,0,226,0
3-6_2.fastq.gz,58,0,8,84,43,278,23,158,0,55,9,0,1232,1,10,704,0,0,247,0,0,0,0,0,447,31,0,0
3-6_3.fastq.gz,0,0,0,12,0,18,0,124,0,18,0,0,1696,0,2,562,0,0,587,0,0,0,0,0,1082,0,421,0
3-6_4.fastq.gz,33,0,0,164,29,263,9,172,0,70,0,0,1361,2,51,332,0,0,1071,0,0,0,0,0,1793,0,460,0
3-6_5.fastq.gz,114,0,24,720,61,1231,32,377,0,348,0,0,1698,3,233,251,0,0,2359,0,0,0,0,0,4438,76,826,1308
3-6_6.fastq.gz,59,0,14,404,42,704,0,910,0,536,48,0,2460,0,80,1339,0,0,3063,0,0,0,0,0,5708,0,979,1738
3-6_7.fastq.gz,59,0,14,100,24,217,28,170,0,58,0,0,4328,2,25,1694,0,0,1520,0,0,0,0,0,2384,27,550,523
3-6_8.fastq.gz,183,0,35,1161,114,1207,45,386,0,632,10,0,3018,123,88,1367,0,0,2658,0,0,0,0,0,4693,87,126,2847
3-6_9.fastq.gz,41,0,0,208,23,430,15,202,0,117,0,0,2940,0,144,1016,0,0,2069,0,0,0,0,0,3229,0,1020,0
3-6_10.fastq.gz,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,35,0,166,0,0,0,0,0,0,0,41,0,1195
3-7_1.fastq.gz,2516,46,1223,44,2407,0,0,256,585,0,152,0,128,0,93,1921,1885,6086,0,0,0,0,0,0,15,2836,0,0
3-7_2.fastq.gz,990,32,292,23,816,0,0,54,50,0,97,0,1391,0,22,582,596,5114,0,0,0,0,0,0,0,2345,0,0
3-7_3.fastq.gz,957,156,1134,18,981,0,0,168,324,0,148,0,575,0,110,923,1814,1933,0,0,0,0,0,0,142,3509,9,0
3-7_4.fastq.gz,1245,28,702,26,411,0,0,44,454,0,193,0,389,101,31,612,720,3197,17,0,0,0,0,0,67,4072,0,0
3-7_5.fastq.gz,1531,22,696,50,1980,0,0,476,624,0,273,0,245,810,63,673,1165,6028,0,0,0,0,0,232,10,3532,0,292
3-7_6.fastq.gz,1493,10,364,0,930,24,0,65,303,0,182,0,186,53,44,979,606,8052,0,0,0,0,0,0,0,2199,0,0
3-7_7.fastq.gz,1233,160,866,57,1098,60,0,353,404,0,166,0,596,0,176,1112,869,2506,0,0,0,0,0,0,407,4841,29,0
3-7_8.fastq.gz,1160,10,182,20,838,11,0,38,6,0,51,0,152,6,2,1902,1542,17631,21,0,0,0,0,0,18,1503,0,357
3-7_9.fastq.gz,1295,102,810,58,1133,67,0,168,460,0,268,0,198,923,105,272,773,3508,0,0,0,0,0,1266,6,2869,0,606
eb-5.fastq.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,93,0,451
3-8_1.fastq.gz,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,54,0,0,62,0,0,0,0,0,105,0,23,0
3-8_2.fastq.gz,0,18,0,16,0,29,0,0,0,0,0,0,450,1,7,151,0,0,283,0,0,0,0,0,279,0,100,0
3-8_3.fastq.gz,0,24,0,28,0,47,0,0,0,0,0,0,896,0,0,156,0,0,184,0,0,0,0,0,525,0,43,0
3-8_4.fastq.gz,0,14,0,6,0,10,0,0,0,0,0,0,147,3,14,59,0,0,40,0,0,0,0,0,253,0,35,0
3-8_5.fastq.gz,0,26,0,0,0,10,0,0,0,0,0,0,732,0,2,358,0,0,78,0,0,0,0,0,188,0,41,0
3-8_6.fastq.gz,0,4,0,0,0,7,0,0,0,0,0,0,130,0,0,47,0,0,64,0,0,0,0,0,71,0,25,0
3-8_7.fastq.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3-8_8.fastq.gz,0,6,0,0,0,11,0,0,0,0,0,0,73,2,2,30,0,0,27,0,0,0,0,0,70,0,20,0
3-8_9.fastq.gz,0,12,0,3,0,9,0,0,0,0,0,0,284,0,6,76,0,0,124,0,0,0,0,0,148,0,29,0
3a-0.fastq.gz,143,0,56,0,155,0,63,0,366,0,252,0,0,968,152,0,79,75,0,0,0,0,0,174,0,66,0,2
3b-0.fastq.gz,0,862,0,582,0,737,0,7544,0,3491,2008,0,457,0,1315,741,0,0,776,0,0,0,0,0,270,0,221,55
3-9_1.fastq.gz,27,0,10,0,24,0,10,0,11,0,4,0,10,0,1,14,32,187,0,0,0,0,0,0,0,98,0,0
3-9_2.fastq.gz,27,0,14,0,27,0,7,0,6,0,0,0,8,0,6,29,22,123,0,0,0,0,0,0,0,86,0,0
3-9_3.fastq.gz,70,0,32,0,107,0,44,0,16,0,5,0,44,0,12,45,190,406,0,0,0,0,0,12,4,489,0,0
3-9_4.fastq.gz,41,2,36,0,72,0,27,0,16,0,0,0,22,0,13,65,45,465,0,0,0,0,0,22,2,190,0,0
3-9_5.fastq.gz,22,0,20,0,24,0,10,0,10,0,5,0,19,0,5,18,45,106,0,0,0,0,0,0,5,110,0,0
3-9_6.fastq.gz,70,7,32,0,42,0,21,5,14,0,6,0,64,0,14,137,206,440,0,0,0,0,0,0,18,341,2,0
3-9_7.fastq.gz,23,0,0,0,5,0,4,0,0,0,0,0,8,0,0,83,41,409,0,0,0,0,0,0,0,8,0,0
3-9_8.fastq.gz,25,0,10,0,24,0,9,0,4,0,0,0,9,0,3,136,132,454,0,0,0,0,0,0,2,169,0,0
3-9_9.fastq.gz,52,0,46,0,93,0,23,0,26,0,4,0,64,0,26,57,98,285,0,0,0,0,0,0,18,287,0,0
3-9_10.fastq.gz,31,0,10,0,34,0,15,0,13,0,10,0,20,0,10,41,40,231,0,0,0,0,0,0,4,156,0,0
3a-3.fastq.gz,1109,0,420,0,976,0,739,0,1955,0,1348,0,0,2853,520,0,478,381,0,0,0,0,0,861,0,383,0,0
3b-3.fastq.gz,0,130,0,105,0,156,0,870,0,592,325,0,68,0,157,95,0,0,120,0,0,0,0,0,44,0,35,0
3-10_1.fastq.gz,0,16,0,30,0,0,0,8,0,17,0,0,0,0,0,457,0,0,946,0,0,0,0,0,486,0,13,0
3-10_2.fastq.gz,0,9,0,8,0,11,0,11,0,0,0,0,0,0,2,95,0,0,144,0,0,0,0,0,206,0,32,0
3-10_3.fastq.gz,0,94,0,57,0,60,0,98,0,14,0,0,0,0,4,638,0,0,278,0,0,0,0,0,764,0,109,0
3-10_4.fastq.gz,0,49,0,21,0,33,0,65,0,0,0,0,0,0,5,648,0,0,190,0,0,0,0,0,454,0,19,0
3-10_5.fastq.gz,7,52,0,22,0,47,0,29,0,0,0,0,0,2,26,180,0,0,272,0,0,0,0,0,621,0,188,0
3-10_6.fastq.gz,718,12263,148,6690,366,16445,308,18164,0,2295,53,0,42,69,5662,73308,204,116,24295,0,0,0,0,0,176724,521,48557,67063
3-10_7.fastq.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
3-10_8.fastq.gz,15,102,0,28,8,114,0,102,0,22,0,0,0,2,8,595,0,0,594,0,0,0,0,0,849,0,66,0
am1.fastq.gz,0,0,86,0,164,0,102,0,234,0,184,0,0,487,105,0,72,62,0,0,0,0,0,114,0,57,0,0
bm1.fastq.gz,0,0,0,215,0,284,0,303,0,1088,574,0,191,2,308,226,0,0,215,0,0,0,0,0,130,0,100,0
3-11_1.fastq.gz,186,4,96,0,160,16,42,0,48,0,26,0,32,0,12,199,0,322,0,0,0,0,0,0,108,327,0,116
3-11_2.fastq.gz,117,12,79,0,134,0,48,18,53,0,61,0,65,111,12,34,0,218,0,0,0,0,0,0,152,317,0,0
3-11_3.fastq.gz,56,0,20,0,62,0,21,6,12,0,0,0,45,66,16,79,0,217,0,0,0,0,0,0,4,287,0,0
3-11_4.fastq.gz,42,0,25,0,50,0,16,0,14,0,14,0,32,67,7,26,0,147,0,0,0,0,0,0,61,164,0,0
3-11_5.fastq.gz,74,0,30,0,35,0,16,6,20,0,6,0,66,0,26,35,0,398,0,0,0,0,0,0,122,222,12,0
3-11_6.fastq.gz,20980,1882,16584,263,22832,1079,12226,595,10652,116,5252,0,17406,32815,6907,8773,0,55776,460,0,0,0,0,0,13830,82383,244,8508
3-11_7.fastq.gz,125,0,68,0,163,0,72,6,18,0,4,0,46,182,24,106,0,473,0,0,0,0,0,0,25,380,0,0
3-11_8.fastq.gz,62,0,23,0,33,0,38,0,20,0,2,0,2,7,1,122,0,1677,0,0,0,0,0,0,0,327,0,0
3-11_9.fastq.gz,8,0,31,0,62,0,20,0,24,0,0,0,40,235,23,47,0,217,0,0,0,0,0,0,6,284,0,0
3-11_10.fastq.gz,108,8,71,0,116,0,47,0,0,0,14,0,35,0,8,95,0,215,0,0,0,0,0,0,31,231,0,0
am4.fastq.gz,260,0,96,0,211,0,0,0,308,0,214,0,0,321,100,0,84,67,0,0,0,0,0,85,0,25,0,0
bm4.fastq.gz,0,60,0,40,0,98,0,0,0,224,118,0,27,0,70,56,0,0,44,0,0,0,0,0,26,0,30,0
3-12_1.fastq.gz,0,3,0,0,0,7,0,4,0,0,0,0,100,0,0,0,0,0,47,0,0,0,0,0,74,0,7,0
3-12_2.fastq.gz,0,38,0,17,0,30,0,14,0,0,0,0,330,0,8,0,0,0,189,0,0,0,0,0,331,0,34,0
3-12_3.fastq.gz,8,52,0,46,0,54,0,20,0,11,6,0,192,2,22,0,2,0,44,0,0,0,0,0,566,0,156,0
3-12_4.fastq.gz,6,75,0,30,0,57,0,33,0,12,0,0,209,1,20,0,1,0,178,0,0,0,0,0,607,0,103,0
3-12_5.fastq.gz,0,142,0,102,0,122,0,76,0,36,0,0,1214,0,19,0,1,0,1138,0,0,0,0,0,1992,0,147,256
3-12_6.fastq.gz,7,133,0,96,0,98,0,76,0,33,0,0,602,0,52,0,6,0,82,0,0,0,0,0,1324,0,329,0
am6.fastq.gz,1126,0,322,0,749,0,604,0,1188,0,1062,0,0,0,364,0,409,292,0,0,0,0,0,563,0,160,0,50
bm6.fastq.gz,0,141,0,112,0,173,0,848,0,321,195,0,0,0,126,95,0,0,74,0,0,0,0,0,27,0,36,0
3s-0.fastq.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3s-3.fastq.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,5,0,131
am7.fastq.gz,440,0,240,0,460,0,402,0,846,0,578,0,0,1268,237,0,0,159,0,0,0,0,0,254,0,92,0,0
bm7.fastq.gz,0,10,0,66,0,25,0,10,0,48,25,0,6,0,9,0,0,0,9,0,0,0,0,0,6,0,4,0
am2.fastq.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
am3.fastq.gz,16,0,8,0,0,0,0,0,9,0,20,0,0,46,8,0,8,0,0,0,0,0,0,10,0,0,0,25
am5.fastq.gz,15,0,28,0,24,0,0,0,0,0,30,0,0,78,22,0,3,5,0,0,0,0,0,16,0,7,0,76
am8.fastq.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
am9.fastq.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
am10.fastq.gz,37,0,11,0,21,0,18,0,41,0,27,0,0,43,20,0,10,10,0,0,0,0,0,14,0,0,0,0
bm2.fastq.gz,0,92,0,0,0,213,0,141,0,415,283,0,94,0,161,121,0,0,136,0,0,0,0,0,81,0,46,0
bm3.fastq.gz,0,1323,0,1166,0,0,0,1566,0,4774,3237,0,941,0,2079,1537,0,0,1581,0,0,0,0,0,754,0,558,142
bm5.fastq.gz,0,1380,0,1130,0,1869,0,1872,0,0,3564,0,1342,0,2671,3483,0,0,1920,0,0,0,0,0,1178,0,857,200
bm8.fastq.gz,0,70,0,64,0,77,0,116,0,226,188,0,67,0,108,97,0,0,0,0,0,0,0,0,42,0,24,0
bm9.fastq.gz,0,46,0,70,0,75,0,72,0,204,140,0,48,0,89,77,0,0,64,0,0,0,0,0,0,0,26,0
bm10.fastq.gz,0,67,0,49,0,62,0,118,0,199,142,0,47,0,90,53,0,0,58,0,0,0,0,0,37,0,0,0
eb-6.fastq.gz,0,8,0,0,0,0,0,0,6,0,0,0,40,0,0,6,0,11,40,0,0,0,0,0,49,26,1,0
